AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,出生加激光炮计时,BornStatus_2,Is_MyBuff(1*161301),,,,Do_AddBuffForMe([161301+1]),,,
2,进入释放激光炮状态,SkillStatus_39,Is_MyBuff(0*161302),,,,Do_ChangeStatus(31),,,
3,骨龙激光炮,ChargingStatus_7,Is_SkillReady(0*161305),Is_MyBuff(0*161302),Is_FindTarget(0*1),,Do_CastSkill(161305),Do_DelBuffForMe([161302]),,
4,骨龙激光炮,ChargingStatus_7,Is_SkillReady(0*161306),Is_MyBuff(0*161303),Is_FindTarget(0*1),,Do_CastSkill(161306),Do_DelBuffForMe([161303]),,
5,骨龙激光炮,ChargingStatus_7,Is_SkillReady(0*161307),Is_MyBuff(0*161304),Is_FindTarget(0*1),,Do_CastSkill(161307),Do_DelBuffForMe([161304]),,
6,释放龙息,SkillStatus_39,Is_SkillReady(0*161304),Is_FindTarget(0*1),,,Do_CastSkill(161304),,,
