AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,死亡骑士恐惧光环与灵魂冲击,BornStatus_2,Is_MyBuff(1*109902),,,,Do_AddBuffForMe([109902+1]*[109905+1]),,,
2,死亡骑士站立转移动,StandStatus_3,Is_MyBuff(1*109905),,,,Do_ChangeStatus(4),,,
2,死亡骑士冲击波（带盾）,StandStatus_3,Is_SkillReady(0*109907),Is_FindTarget(0*1),,,Do_CastSkill(109907),Do_AddBuffForMe([109911+1]),,
3,死亡骑士普攻1,StandStatus_3,Is_SkillReady(0*109901),Is_FindTarget(0*11),,,Do_CastSkill(109901),,,
4,死亡骑士普攻2,StandStatus_3,Is_SkillReady(0*109902),Is_FindTarget(0*11),,,Do_CastSkill(109902),,,
5,死亡骑士移动普攻1,MoveStatus_4,Is_SkillReady(0*109903),Is_FindTarget(0*11),,,Do_CastSkill(109903),,,
6,死亡骑士移动普攻2,MoveStatus_4,Is_SkillReady(0*109904),Is_FindTarget(0*11),,,Do_CastSkill(109904),,,
