AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,召唤自然族,BornStatus_2,Is_MyBuff(1*107201),Is_MyBuff(1*106904),,,Do_AddBuffForMe([107201+1]*[107202+1]*[107203+1]*[107218+1]*[106904+1]*[107224+1]),,,
2,添加召唤判定和传送门BUFF,StandStatus_3,Is_MyBuff(0*107212),Is_MyBuff(1*107215),,,Do_AddBuffForMe([107215+1]*[107207+1]),,,
3,召唤三头嗜血兽,StandStatus_3,Is_MyBuff(0*107212),,,,Do_AddBuffForMe([107204+1]*[107205+1]*[107206+1]),Do_DelBuffForMe([107212]),,
4,牛头人全屏晕,StandStatus_3,Is_SkillReady(0*107203),Is_FindTarget(0*107403),,,Do_CastSkill(107203),,,
5,牛头人普攻2,StandStatus_3,Is_SkillReady(0*107202),Is_FindTarget(0*11),,,Do_CastSkill(107202),,,
6,牛头人普攻1,StandStatus_3,Is_SkillReady(0*107201),Is_FindTarget(0*11),,,Do_CastSkill(107201),,,
