AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,战魂光环,BornStatus_2,Is_MyBuff(1*162709),Is_MyBuff(1*162710),Is_MyBuff(1*1500),Is_FindTarget(0*1),Do_Count(162701),Do_AddBuffForMe([162709+1]*[162710+1]*[1500+1]),,
2,解冻计时器,FrozenStatus_16,Is_MyBuff(1*162708),Is_MyBuff(1*370031),,,Do_AddBuffForMe([162708+1]),Do_Clear,Do_AddBuffForMe([370031+1]),
3,解冻,FrozenStatus_16,Is_MyBuff(0*162712),,,,Do_ChangeStatus(50),,,
4,觉醒2技能动作,MoveStatus_4,Is_MyBuff(1*162709),Is_MyBuff(1*1511),,,Do_ChangeStatus(34),Do_AddBuffForMe([1511+1]*[162709+1]),,
5,六连击气流斩,MoveStatus_4,Is_SkillReady(0*1506),Is_MyBuff(1*162710),Is_MyBuff(1*162711),,Do_CastSkill(1506),,Do_AddBuffForMe([162711+1]),
6,连击1,MoveStatus_4,Is_SkillReady(0*1508),Is_FindTarget(0*11),,,Do_CastSkill(1508),,,
7,连击2,MoveStatus_4,Is_SkillReady(0*1509),Is_FindTarget(0*11),,,Do_CastSkill(1509),,,
8,连击3,MoveStatus_4,Is_SkillReady(0*1510),Is_FindTarget(0*11),,,Do_CastSkill(1510),,,
