AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,瘟疫光环，和给敌方召唤师BUFF,BornStatus_2,Is_MyBuff(1*161701),Is_FindTarget(0*3),Is_SkillReady(0*161707),,Do_AddBuffForMe([161701+1]),Do_CastSkill(161707),,
2,召唤牧师助战,StandStatus_3,Is_MyBuff(0*161710),Is_MyBuff(1*161711),,,Do_AddBuffForMe([161711+1]),Do_DelBuffForMe([161710]),,
3,召唤巫妖,StandStatus_3,Is_MyBuff(0*161705),Is_MyBuff(1*161708),,,Do_ChangeStatus(31),Do_AddBuffForMe([161708+1]),Do_DelBuffForMe([161705]),
4,吸魂动作,StandStatus_3,Is_MyBuff(0*161709),,,,Do_ChangeStatus(35),,,
5,普攻1,StandStatus_3,Is_FindTarget(0*11),Is_SkillReady(0*161705),,,Do_CastSkill(161705),,,
6,普攻2,StandStatus_3,Is_FindTarget(0*11),Is_SkillReady(0*161706),,,Do_CastSkill(161706),,,
