AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,加标示,BornStatus_2,Is_MyBuff(1*110556),Is_FindTarget(0*1),,,Do_Count(110552),Do_AddBuffForMe([110556+1]),,
2,死亡阵营判定,DeathStatus_1,Is_RedOrBlue(0*1),,,,Do_ChangeStatus(35),Do_Clear(),,
3,死亡阵营判定,DeathStatus_1,Is_RedOrBlue(0*2),,,,Do_ChangeStatus(36),Do_Clear(),,
4,回血蓝,SkillStatus_35,Is_MyBuff(1*110551),,,,Do_AddBuffForMe([110551+1]),,,
5,回血红,SkillStatus_36,Is_MyBuff(1*110551),,,,Do_AddBuffForMe([110551+1]),,,
6,开搜索蓝,SkillStatus_32,Is_MyBuff(0*110551),,,,Do_DelBuffForMe([110551]),,,
7,开搜索红,SkillStatus_31,Is_MyBuff(0*110551),,,,Do_DelBuffForMe([110551]),,,
8,召唤小精灵,SkillStatus_32,Is_SkillReady(0*110551),,,,Do_LockPointsForMe(0*0),Do_ChangeStatus(34),Do_CastSkill(110551),Do_Clear()
9,召唤火枪手,SkillStatus_31,Is_SkillReady(0*110552),,,,Do_LockPointsForMe(0*0),Do_ChangeStatus(33),Do_CastSkill(110552),Do_Clear()
