AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,按等级加上复活标记，骷髅标记与只复活一次的标记,BornStatus_2,Is_FindTarget(0*10),Is_SkillReady(0*40202),,,Do_CastSkill(40202),Do_AddBuffForMe([401+1]),,
2,复活Lv1,DeathStatus_1,Is_MyBuff(0*40003),Is_RandomForAI(0*50),Is_FindTarget(0*10),,Do_DelBuffForMe([40003]),Do_Count(41),Do_Count(40006),Do_ChangeStatus(43)
3,复活Lv2,DeathStatus_1,Is_MyBuff(0*40004),Is_RandomForAI(0*60),Is_FindTarget(0*10),,Do_DelBuffForMe([40004]),Do_Count(41),Do_Count(40006),Do_ChangeStatus(43)
4,复活Lv3,DeathStatus_1,Is_MyBuff(0*40005),Is_RandomForAI(0*70),Is_FindTarget(0*10),,Do_DelBuffForMe([40005]),Do_Count(41),Do_Count(40006),Do_ChangeStatus(43)
5,复活Lv4,DeathStatus_1,Is_MyBuff(0*40006),Is_RandomForAI(0*80),Is_FindTarget(0*10),,Do_DelBuffForMe([40006]),Do_Count(41),Do_Count(40006),Do_ChangeStatus(43)
6,复活Lv5,DeathStatus_1,Is_MyBuff(0*40007),Is_RandomForAI(0*90),Is_FindTarget(0*10),,Do_DelBuffForMe([40007]),Do_Count(41),Do_Count(40006),Do_ChangeStatus(43)
7,正常死亡无法被搜索,DeathStatus_1,Is_FindTarget(0*10),,,,Do_Count(41),Do_ChangeStatus(42),,
8,假死状态让自己无法被搜索,SkillStatus_43,Is_MyBuff(1*40),,,,Do_AddBuffForMe([40+1]),,,
9,复活让自己可以被搜索,SkillStatus_49,Is_MyBuff(0*40),,,,Do_DelBuffForMe([40]),,,
10,二星加诅咒普攻(非召唤师）,MoveStatus_4,Is_FindTarget(0*99),Is_SkillReady(0*40206),Is_RandomForAI(0*30),,Do_CastSkill(40206),,,
11,二星普攻,MoveStatus_4,Is_FindTarget(0*70),Is_SkillReady(0*40204),,,Do_CastSkill(40204),,,
