AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,添加大招计时BUFF,BornStatus_2,Is_MyBuff(1*180904),,,,Do_AddBuffForMe([180904+1]),,,
2,火球,StandStatus_3,Is_HasTarget(0*180900),Is_SkillReady(0*180901),,,Do_CastSkill(180901),,,
3,火雨1,StandStatus_3,Is_HasTarget(1*12),Is_SkillReady(0*180902),Is_RandomForAI(0*40),Is_EnemySoldierNumber(0*1),Do_LockPointsForMe(1800*0),Do_CastSkill(180902),,
4,火雨2,StandStatus_3,Is_HasTarget(1*12),Is_SkillReady(0*180902),Is_EnemySoldierNumber(0*1),,Do_LockPointsForMe(1000*0),Do_CastSkill(180902),,
5,火雨3,StandStatus_3,Is_HasTarget(0*12),Is_SkillReady(0*180902),Is_RandomForAI(0*40),Is_EnemySoldierNumber(0*1),Do_LockPointsForMe(400*0),Do_CastSkill(180902),,
6,火雨4,StandStatus_3,Is_HasTarget(0*12),Is_SkillReady(0*180902),Is_EnemySoldierNumber(0*1),,Do_LockPointsForMe(200*0),Do_CastSkill(180902),,
7,火龙技能起手,StandStatus_3,Is_SkillReady(0*180903),Is_MyBuff(1*180904),Is_EnemySoldierNumber(0*2),,Do_CastSkill(180903),,,
8,释放火龙,SkillStatus_34,Is_SkillReady(0*1005),,,,Do_LockPointsForMe(-400*0),Do_CastSkill(1005),,
