AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,复活让自己可以被搜索,SkillStatus_49,Is_MyBuff(0*40003),,,,Do_DelBuffForMe([40003]),,,
2,复活让自己可以被搜索2,SkillStatus_41,Is_MyBuff(0*928),,,,Do_DelBuffForMe([928]),,,
3,加诅咒普攻（非召唤师）,MoveStatus_4,Is_SkillReady(0*40200),Is_HasTarget(0*19),Is_RandomForAI(0*30),,Do_CastSkill(40200),,,
4,普攻,MoveStatus_4,Is_SkillReady(0*40205),Is_HasTarget(0*12),,,Do_CastSkill(40205),,,
5,天赋死亡判断,SkillStatus_50,Is_MyBuff(0*928),Is_RandomForAI(0*15),Is_FindTarget(0*1),,Do_Count(40006),Do_ChangeStatus(47),,
6,天赋死亡,SkillStatus_50,,,,,Do_ChangeStatus(42),,,
