AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,释放龙卷风,StandStatus_3,Is_SkillReady(0*104101),Is_FindTarget(0*1),,,Do_CastSkill(104101),,,
2,龙卷风停止,SkillStatus_33,Is_MyBuff(1*104102),,,,Do_ChangeStatus(34),Do_DelBuffForMe([104103]),,
3,龙卷风原地转,SkillStatus_33,Is_FindTarget(0*104101),Is_MyBuff(0*104102),,,Do_ChangeStatus(38),Do_Clear(),,
4,龙卷风停止2,SkillStatus_38,Is_MyBuff(1*104102),,,,Do_ChangeStatus(34),Do_DelBuffForMe([104103]),,
5,攻击敌人,StandStatus_3,Is_SkillReady(0*104102),Is_FindTarget(0*11),,,Do_CastSkill(104102),Do_Clear(),,
6,死亡时消除buff,DeathStatus_1,Is_MyBuff(1*104103),,,,Do_DelBuffForMe([104103]),,,
