AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,释放龙卷风,MoveStatus_4,Is_MyBuff(0*300),Is_MyBuff(1*30851),Is_MyHpLessThan(0*55.0),Is_HasTarget(0*12),Do_ChangeStatus(32),Do_AddBuffForMe([30850+1]*[30811+1]*[30851+1]),Do_DelBuffForMe([300]),Do_Clear()
2,龙卷风停止,SkillStatus_33,Is_MyBuff(1*30851),,,,Do_DelBuffForMe([30811+30850]),Do_ChangeStatus(34),,
3,龙卷风原地转,SkillStatus_33,Is_MyBuff(0*30850),Is_HasTarget(0*11),,,Do_ChangeStatus(38),Do_Clear(),,
4,龙卷风停止2,SkillStatus_38,Is_MyBuff(1*30851),,,,Do_DelBuffForMe([30811+30850]),Do_ChangeStatus(34),,
5,龙卷风继续,SkillStatus_38,Is_HasTarget(1*11),,,,Do_ChangeStatus(33),,,
6,飞锚,MoveStatus_4,Is_SkillReady(0*30801),Is_FindTarget(0*11),,,Do_CastSkill(30801),,,
7,攻击敌人,MoveStatus_4,Is_SkillReady(0*30800),Is_FindTarget(0*11),,,Do_CastSkill(30800),,,
8,死亡时消除buff,DeathStatus_1,Is_MyBuff(0*30811),,,,Do_DelBuffForMe([30811]),,,
