AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,刺客光环,BornStatus_2,Is_MyBuff(1*170207),,,,Do_AddBuffForMe([170207+1]),,,
2,刺客光环,StandStatus_3,Is_FindTarget(0*170250),,,,Do_CastSkill(170200),,,
3,刺客大招释放,StandStatus_3,Is_SkillReady(0*170205),Is_MyBuff(1*170207),,,Do_CastSkill(170205),,,
4,分身动作释放,StandStatus_3,Is_SkillReady(0*170206),,,,Do_CastSkill(170206),,,
5,召唤分身,SkillStatus_31,Is_MyBuff(1*170201),,,,Do_AddBuffForMe([170201+1]),,,
6,技能2秒杀动作释放,StandStatus_3,Is_FindTarget(0*170202),Is_SkillReady(0*170204),,,Do_CastSkill(170204),,,
7,技能2秒杀释放,SkillStatus_32,Is_FindTarget(0*170202),,,,Do_CastSkill(170208),,,
