AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,添加水晶BUFF,BornStatus_2,Is_MyBuff(1*107805),,,,Do_AddBuffForMe([107805+1]),,,
2,召唤幽灵,SkillStatus_39,Is_FindTarget(0*1),Is_SkillReady(0*107809),,,Do_CastSkill(107809),Do_AddBuffForMe([107802+1]*[107803+1]*[107804+1]),,
3,扔毒气弹,SkillStatus_39,Is_FindTarget(0*3),Is_SkillReady(0*107804),,,Do_CastSkill(107804),,,
4,飞铲,SkillStatus_39,Is_FindTarget(0*1),Is_SkillReady(0*107803),,,Do_CastSkill(107803),,,
5,普攻1,SkillStatus_39,Is_FindTarget(0*11),Is_SkillReady(0*107801),,,Do_CastSkill(107801),,,
6,普攻2,SkillStatus_39,Is_FindTarget(0*11),Is_SkillReady(0*107802),,,Do_CastSkill(107802),,,
