AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,释放战吼,BornStatus_2,Is_SkillReady(0*12003),Is_FindTarget(0*100),,,Do_CastSkill(12003),,,
2,收盾,SkillStatus_34,Is_HasTarget(1*12),,,,Do_ChangeStatus(35),Do_DelBuffForMe([12000]),,
3,举盾,MoveStatus_4,Is_SkillReady(0*12000),Is_HasTarget(0*11),Is_FindTarget(0*1),,Do_CastSkill(12000),,,
4,待机状态删除举盾BUFF,MoveStatus_4,Is_MyBuff(0*12000),,,,Do_DelBuffForMe([12000]),Do_ChangeStatus(3),,
5,攻击1,MoveStatus_4,Is_SkillReady(0*12001),Is_FindTarget(0*11),,,Do_CastSkill(12001),,,
6,敌人死了,SkillStatus_31,Is_HasTarget(1*11),,,,Do_ChangeStatus(4),,,
7,攻击2,SkillStatus_31,Is_SkillReady(0*12002),Is_FindTarget(0*11),,,Do_CastSkill(12002),,,
