AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,出生添加召唤幽灵BUFF,BornStatus_2,Is_MyBuff(1*165705),Is_MyBuff(1*165706),,,Do_AddBuffForMe([165705+1]*[165706+1]),,,
2,位置1召唤判定,StandStatus_3,Is_MyBuff(1*165701),,,,Do_ChangeStatus(7),,,
3,位置1召唤,ChargingStatus_7,Is_MyBuff(1*165701),Is_SkillReady(0*165702),,,Do_AddBuffForMe([165701+1]),Do_LockPointsForMe(188*0),Do_CastSkill(165702),
4,判断位置1并删除主体对应BUFF,DeathStatus_1,Is_FindTarget(0*165701),,,,Do_Count(165701),,,
5,判断位置2并删除主体对应BUFF,DeathStatus_1,Is_FindTarget(0*165702),,,,Do_Count(165702),,,
6,判断位置3并删除主体对应BUFF,DeathStatus_1,Is_FindTarget(0*165703),,,,Do_Count(165703),,,
7,判断位置4并删除主体对应BUFF,DeathStatus_1,Is_FindTarget(0*165704),,,,Do_Count(165704),,,
