AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,待机无敌人移动,StandStatus_3,Is_HasTarget(1*11),,,,Do_ChangeStatus(4),,,
2,冲锋结束,SkillStatus_34,Is_SkillReady(0*10602),Is_FindTarget(0*10603),,,Do_CastSkill(10602),Do_DelBuffForMe([10601]),Do_DelBuffForMe([10602]),
3,移动状态取消加速BUFF,MoveStatus_4,Is_MyBuff(0*10602),,,,Do_DelBuffForMe([10602]),Do_ChangeStatus(3),,
4,冲锋,MoveStatus_4,Is_MyBuff(0*10601),Is_MyBuff(1*10602),Is_HasTarget(0*10602),,Do_ChangeStatus(33),Do_AddBuffForMe([10602+1]),,
5,有借有还,MoveStatus_4,Is_MyBuff(0*10604),Is_SkillReady(0*10604),Is_FindTarget(0*16),,Do_CastSkill(10604),Do_AddBuffForMe([10606+1]),Do_DelBuffForMe([10604]),
6,普攻,MoveStatus_4,Is_SkillReady(0*10601),Is_FindTarget(0*11),,,Do_CastSkill(10601),,,
