AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,召唤机关铁匠,BornStatus_2,Is_MyBuff(1*103400),,,,Do_AddBuffForMe([103400+1]),,,
2,死亡骑士恐惧光环,BornStatus_2,Is_SkillReady(0*161103),Is_FindTarget(0*1),,,Do_CastSkill(161103),,,
3,召唤僵尸,StandStatus_3,Is_SkillReady(0*161101),Is_FindTarget(0*1),,,Do_CastSkill(161101),,,
4,死亡骑士死亡之盾,StandStatus_3,Is_HasTarget(0*12),Is_FindTarget(0*1),Is_SkillReady(0*161102),,Do_CastSkill(161102),,,
5,死亡骑士普攻1,StandStatus_3,Is_FindTarget(0*11),Is_SkillReady(0*40701),,,Do_CastSkill(40701),,,
6,死亡骑士普攻2,StandStatus_3,Is_FindTarget(0*13),Is_SkillReady(0*161106),,,Do_CastSkill(161106),,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,, 
