AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,召唤防御塔,BornStatus_2,Is_SkillReady(0*111101),,,,Do_LockPoints(1200*500),Do_CastSkill(111101),Do_Clear(),
3,移动倒计时buff60秒,BornStatus_2,Is_MyBuff(1*111101),,,,Do_AddBuffForMe([111101+1]),,,
4,移动,StandStatus_3,Is_MyBuff(1*111101),,,,Do_ChangeStatus(4),,,
5,攻击1（觉醒）,StandStatus_3,Is_SkillReady(0*111102),Is_FindTarget(0*11),,,Do_CastSkill(111102),Do_CastSkill(111103),Do_Clear(),
6,攻击1（觉醒）,MoveStatus_4,Is_SkillReady(0*111102),Is_MyBuff(0*111102),Is_FindTarget(0*11),,Do_CastSkill(111102),Do_CastSkill(111103),Do_Clear(),
7,攻击2（觉醒）,SkillStatus_44,Is_SkillReady(0*111104),Is_FindTarget(0*11),,,Do_CastSkill(111104),Do_CastSkill(111105),Do_Clear(),
8,敌人死了,SkillStatus_44,Is_HasTarget(1*11),,,,Do_ChangeStatus(47),,,
