AI顺序值,描述,所需状态,AI条件组,,,,AI动作组,,,
,,对应角色状态标签,条件1,条件2,条件3,条件4,动作1,动作2,动作3,动作4
AI_Order,null,AI_NeedRoleStatus,AI_Condition1,AI_Condition2,AI_Condition3,AI_Condition4,AI_Action1,AI_Action2,AI_Action3,AI_Action4
int,null,string,function,function,function,function,function,function,function,function
1,死亡骑士死亡之盾,ChargingStatus_7,Is_SkillReady(0*108201),Is_FindTarget(0*1),,,Do_CastSkill(108201),,,
2,死亡骑士诅咒,SkillStatus_34,Is_SkillReady(0*108203),Is_FindTarget(0*15),,,Do_CastSkill(108203),,,
3,死亡骑士删除受到攻击BUFF,SkillStatus_39,Is_MyBuff(0*108201),,,,Do_DelBuffForMe([108201]),,,
4,死亡骑士普攻1,SkillStatus_39,Is_SkillReady(0*40701),Is_FindTarget(0*11),,,Do_CastSkill(40701),,,
5,死亡骑士普攻2,SkillStatus_39,Is_SkillReady(0*108207),Is_FindTarget(0*11),,,Do_CastSkill(108207),,,
6,死亡骑士进入读条,SkillStatus_39,Is_MyBuff(1*108201),Is_MyBuff(1*108202),,,Do_ChangeStatus(7),,,
