状态优先级,描述,状态标签,状态生命周期,周期影响参数,状态是否加锁,状态自动跳转,角色行为,角色骨骼动画,,,,,,,,特效动画,,,,音乐ID
,无效列,状态标签StateNameToID,正整数代表毫秒      0代表永久-1攻击速度,"0无,1攻击速率,2移动速度影响,3回蓝速度",0不锁 1锁,状态结束后进入新状态,Action(a*b*[x+y]),动画标签,是否循环(0不正循负美决),动画播放速率,速率因素(0无1攻击速率连动2移速3回蓝速度),灰化(0不1灰),透明度,最后一帧隔多少毫秒淡出,偏色[R+G+B],附加特效动画ID,附加效果播放点：(0不播放1头2身3脚),特效是否跟随移动,附加UI特效(UI特效只能对应1个),
Status_CanBreakParam,null,Status_Name,Status_LifeTime,Status_LifeTimePrarm,Status_Lock,Status_NextStatus,Status_Action,Animation_Label,Animation_Loop,Animation_Speed,Animation_SpeedAffect,Animation_Ash,Animation_Transparency,Animation_IsFadeOutTime,Animation_AddColor,Animation_ID,Animation_EffectPlay,Animation_IsFollow,UIEffect_ID,Animation_AudioID
int,null,string,int,int,bool,string,function,string,int,float,int,bool,float,float,float,json,int,bool,int,int
10,出生状态,BornStatus_2,3100,0,1,SkillStatus_39,,Skill1,0,1,0,0,1,0,0,[10206],3,1,0,
40,出生待机状态,SkillStatus_39,0,0,0,,,Stand1,1,1,0,0,1,0,0,[],0,0,0,
40,普攻待机状态,StandStatus_3,200,1,0,SkillStatus_39,,Stand1,1,1,1,0,1,0,0,[],0,0,0,
40,技能待机状态,SkillStatus_33,200,0,0,SkillStatus_39,,Stand1,1,1,0,0,1,0,0,[],0,0,0,
40,普攻,FightStatus_5,2067,1,0,StandStatus_3,,Attack1,0,1.5,1,0,1,0,0,[],0,0,0,[10201+600+1]
40,加农炮,SkillStatus_31,3100,0,0,SkillStatus_33,,Skill1,0,1,0,0,1,0,0,[10206],3,1,0,[10202+1200+1]
50,被击状态,HitStatus_10,600,0,0,SkillStatus_39,,Hit1,0,1,0,0,1,0,0,[],0,0,0,
60,击晕状态,HitVertigoStatus_11,1600,0,0,SkillStatus_39,,Vertig1,1,1,0,0,1,0,0,[3],1,1,0,
99,解冻状态,SkillStatus_40,1000,0,0,SkillStatus_39,,Hit1,0,1,0,0,1,0,0,[15+16+17],3,1,0,
100,冰冻状态,FrozenStatus_16,10,0,0,SkillStatus_40,,Hit1,0,1,0,0,0.4,0,0,[13+14],3,1,0,
999,死亡状态,DeathStatus_1,3000,0,1,,Dead(),Death1,0,1,0,0,1,1600,0,[41+42+43+44+45],3,1,0,[10203+0]
