序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,盾妹,0,0,0,0,9000,5,-1,[],[]
2,精灵弓手,0,0,0,0,12000,2,-1,[],[]
3,勇士,0,0,0,0,16000,1,-1,[],[]
4,牧师,0,0,0,0,20000,4,-1,[],[]
5,盾妹,0,0,0,0,29000,5,-1,[],[]
6,盗贼,0,0,0,0,31000,3,-1,[],[]
7,勇士,0,0,0,0,40000,1,-1,[],[]
8,精灵弓手,0,0,0,0,43000,2,-1,[],[]
9,小鹿,0,0,0,0,47000,6,-1,[],[]
10,盾妹,0,0,0,0,60000,5,-1,[],[]
11,勇士,0,0,0,0,62000,1,-1,[12],[]
12,勇士循环,0,1,0,0,15000,1,-1,[12],[]
13,精灵弓手,0,0,0,0,65000,2,-1,[14],[]
14,精灵弓手循环,0,1,0,0,21000,2,-1,[14],[]
15,盾妹,0,0,0,0,78000,5,-1,[16],[]
16,盾妹循环,0,1,0,0,20200,5,-1,[16],[]
17,火龙,0,0,0,0,91000,7,-1,[],[]
18,牧师,0,0,0,0,100000,4,-1,[],[]
19,小鹿,0,0,0,0,110000,6,-1,[20],[]
20,小鹿循环,0,1,0,0,22000,6,-1,[20],[]
21,盗贼,0,0,0,0,120000,3,-1,[],[]
22,盗贼,0,0,0,0,160000,3,-1,[],[]
23,盗贼,0,0,0,0,200000,3,-1,[],[]
24,盗贼,0,0,0,0,240000,3,-1,[],[]
