序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,1000,0,-1,[2+3+4],[]
2,幽灵,0,1,0,0,15000,3,-1,[],[]
3,幽灵,0,1,0,0,15000,3,-1,[],[]
4,雪女,0,1,0,0,15000,4,0,[5+6+7],[]
5,幽灵,0,1,0,0,13000,3,1,[],[]
6,幽灵,0,1,0,0,13000,3,-1,[],[]
7,雪女,0,1,0,0,13000,4,1,[8+9],[]
8,骷髅战士,0,1,0,0,10000,1,-1,[],[]
9,骷髅战士,0,1,0,0,10000,1,2,[10+11+12],[]
10,嗜血牛头人,0,1,0,0,14000,7,-1,[],[]
11,幽灵,0,1,0,0,14000,3,0,[],[]
12,雪女,0,1,0,0,14000,4,0,[1],[]
13,400范围中期发兵跳转,0,0,1,400,1000,0,-1,[14],[1+4+7+9+12]
14,发兵跳转,0,1,0,0,1000,0,2,[15+16+17],[]
15,幽灵,0,1,0,0,13000,3,-1,[],[]
16,幽灵,0,1,0,0,13000,3,-1,[],[]
17,雪女,0,1,0,0,13000,4,2,[18+19+20],[]
18,幽灵,0,1,0,0,13000,3,0,[],[]
19,幽灵,0,1,0,0,13000,3,-1,[],[]
20,雪女,0,1,0,0,13000,4,-1,[21+22],[]
21,骷髅战士,0,1,0,0,9000,1,1,[],[]
22,骷髅战士,0,1,0,0,9000,1,2,[23+24+25],[]
23,嗜血牛头人,0,1,0,0,12000,7,-1,[],[]
24,幽灵,0,1,0,0,12000,3,0,[],[]
25,雪女,0,1,0,0,12000,4,-1,[26],[]
26,屠夫,0,1,0,0,14000,5,2,[14],[]
27,70血后期发兵跳转,0,0,2,70,1000,0,-1,[28],[14+17+20+22+25+26]
28,发兵跳转,0,1,0,0,1000,0,-1,[29+30+31],[]
29,幽灵,0,1,0,0,11000,3,2,[],[]
30,幽灵,0,1,0,0,11000,3,-1,[],[]
31,雪女,0,1,0,0,11000,4,1,[32+33+34],[]
32,幽灵,0,1,0,0,11000,3,-1,[],[]
33,幽灵,0,1,0,0,11000,3,2,[],[]
34,雪女,0,1,0,0,11000,4,-1,[35+36],[]
35,骷髅战士,0,1,0,0,8000,1,-1,[],[]
36,骷髅战士,0,1,0,0,8000,1,2,[37+38+39],[]
37,嗜血牛头人,0,1,0,0,10000,7,-1,[],[]
38,幽灵,0,1,0,0,10000,3,-1,[],[]
39,雪女,0,1,0,0,10000,4,2,[40],[]
40,屠夫,0,1,0,0,10000,5,-1,[41],[]
41,死亡骑士,0,1,0,0,10000,6,1,[28],[]
42,嗜血牛头人,0,0,2,70,1000,7,-1,[],[]
43,嗜血牛头人,0,0,2,70,1000,7,2,[],[]
44,死亡骑士,0,0,2,70,3000,6,-1,[],[]
45,死亡骑士,0,0,2,70,5000,6,-1,[],[]
46,死亡骑士,0,0,2,70,7000,6,1,[],[]
