序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,1000,0,0,[2+3+4],[]
2,屠夫,0,1,0,0,10000,5,1,[],[]
3,幽灵,0,1,0,0,12000,3,2,[],[]
4,雪女,0,1,0,0,12000,4,3,[5+6+7],[]
5,嗜血牛头人,0,1,0,0,12000,6,-1,[],[]
6,骷髅弓手,0,1,0,0,12000,2,0,[],[]
7,骷髅弓手,0,1,0,0,12000,2,1,[8+9+10+11],[]
8,骷髅战士,0,1,0,0,9000,1,2,[],[]
9,骷髅战士,0,1,0,0,9000,1,3,[],[]
10,骷髅弓手,0,1,0,0,10000,2,-1,[],[]
11,骷髅弓手,0,1,0,0,10000,2,0,[12+13],[]
12,幽灵,0,1,0,0,10000,3,1,[],[]
13,雪女,0,1,0,0,10000,4,2,[1],[]
14,200范围出现敌人发兵跳转,0,0,1,200,1000,0,3,[15],[1+2+3+4+5+6+7+8+9+10+11+12+13]
15,发兵跳转,0,1,0,0,1000,0,-1,[16+17+18],[]
16,屠夫,0,1,0,0,11000,5,0,[],[]
17,幽灵,0,1,0,0,12000,3,1,[],[]
18,雪女,0,1,0,0,12000,4,2,[19+20+21+22],[]
19,嗜血牛头人,0,1,0,0,13000,6,3,[],[]
20,幽灵,0,1,0,0,13000,3,-1,[],[]
21,雪女,0,1,0,0,12000,4,0,[],[]
22,雪女,0,1,0,0,12000,4,1,[23+24],[]
23,骷髅弓手,0,1,0,0,9000,2,2,[],[]
24,骷髅弓手,0,1,0,0,9000,2,3,[25+26],[]
25,幽灵,0,1,0,0,10000,3,-1,[],[]
26,幽灵,0,1,0,0,10000,3,0,[15],[]
27,嗜血牛头人（50血）,0,0,2,50,1000,6,1,[],[]
28,嗜血牛头人（50血）,0,0,2,50,1000,6,2,[],[]
29,屠夫（50血）,0,0,2,50,5000,5,3,[],[]
30,屠夫（50血）,0,0,2,50,5000,5,1,[],[]
31,雪女（50血）,0,0,2,50,6000,4,2,[],[]
32,雪女（50血）,0,0,2,50,6000,4,3,[],[]
