序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,屠夫,0,0,0,0,60000,1,-1,[1],[]
2,幽灵,0,0,0,0,30000,2,-1,[2],[]
3,僵尸,0,0,0,0,30000,3,-1,[3],[]
4,僵尸2,0,0,0,0,30000,3,-1,[4],[]
5,压力波1僵尸,0,0,0,0,90000,3,-1,[6],[]
6,压力波2僵尸,0,1,0,0,1000,3,-1,[7],[]
7,压力波3僵尸,0,1,0,0,1000,3,-1,[8],[]
8,投石车1,0,1,0,0,1000,4,-1,[],[]
9,压力波1僵尸,0,0,0,0,150000,3,-1,[10],[]
10,压力波2僵尸,0,1,0,0,1000,3,-1,[11],[]
11,压力波3僵尸,0,1,0,0,1000,3,-1,[12],[]
12,投石车1,0,1,0,0,1000,4,-1,[],[]
13,血量投石车1,0,0,2,75.5,200,4,-1,[],[]
14,血量投石车2,0,0,2,50.5,200,4,-1,[],[]
15,血量投石车3,0,0,2,25.5,200,4,-1,[],[]
