序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,3000,0,-1,[2+3+4],[]
2,维京人,0,1,0,0,12000,4,-1,[],[]
3,火枪,0,1,0,0,12000,2,-1,[],[]
4,火枪,0,1,0,0,12000,2,-1,[5],[]
5,影舞者,0,1,0,0,12000,7,-1,[6+7],[]
6,勇士,0,1,0,0,11000,1,-1,[],[]
7,勇士,0,1,0,0,11000,1,-1,[8],[]
8,影舞者,0,1,0,0,11000,7,-1,[9+10+11+12],[]
9,维京人,0,1,0,0,10000,4,-1,[],[]
10,盾妹,0,1,0,0,10000,6,-1,[],[]
11,火枪,0,1,0,0,10000,2,-1,[],[]
12,老铁匠,0,1,0,0,10000,3,-1,[13],[]
13,影舞者,0,1,0,0,15000,7,-1,[1],[]
14,圣骑士,0,0,2,50,2000,5,-1,[15],[]
15,圣骑士,0,1,0,0,2000,5,-1,[16],[]
16,圣骑士,0,1,0,0,2000,5,-1,[],[]
17,影舞者,0,0,2,80,5000,7,-1,[18],[]
18,跳转,0,1,0,0,3000,7,-1,[19+20+21],[]
19,维京人,0,1,0,0,12000,4,-1,[],[]
20,火枪,0,1,0,0,12000,2,-1,[],[]
21,火枪,0,1,0,0,12000,2,-1,[22+23+24],[]
22,影舞者,0,1,0,0,12000,7,-1,[],[]
23,勇士,0,1,0,0,12000,1,-1,[],[]
24,勇士,0,1,0,0,12000,1,-1,[],[]
25,勇士,0,1,0,0,12000,1,-1,[26],[]
26,影舞者,0,1,0,0,12000,7,-1,[27+28+29+30],[]
27,维京人,0,1,0,0,11000,4,-1,[],[]
28,盾妹,0,1,0,0,11000,6,-1,[],[]
29,火枪,0,1,0,0,11000,2,-1,[],[]
30,老铁匠,0,1,0,0,11000,3,-1,[31],[]
31,影舞者,0,1,0,0,15000,7,-1,[1],[]
