序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,狼人,0,0,0,0,2000,1,-1,[2],[]
2,火枪,0,1,0,0,13000,2,-1,[1],[]
3,铁匠,0,0,3,4,2000,5,-1,[4],[]
4,火枪,0,1,0,0,5000,2,-1,[5],[]
5,狼人,0,1,0,0,20000,1,-1,[3],[]
6,计时,0,0,0,0,140000,0,-1,[7],[]
7,火枪,0,1,0,0,5000,2,-1,[8],[]
8,盗贼,0,1,0,0,2000,3,-1,[9],[]
9,黑熊,0,1,1,600,2000,4,-1,[10],[]
10,铁匠,0,1,0,0,1000,5,-1,[6],[]
11,火枪,0,0,6,6,1000,2,-1,[11],[]
12,铁匠,0,0,4,8,15000,5,-1,[13],[]
13,黑熊,0,1,0,0,2000,4,-1,[14],[]
14,盗贼,0,1,0,0,3000,3,-1,[12],[]
