序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,开启延迟,0,0,0,0,8000,0,-1,[2],[]
2,3级前-勇士,0,1,0,0,3000,1,-1,[3],[]
3,3级前-火枪,0,1,0,0,5000,2,-1,[4],[]
4,3级前-黑衣刀手,0,1,0,0,4000,3,-1,[2],[]
5,3级水晶开关,0,0,3,3,8000,0,-1,[6+10],[1+2+3+4+5]
6,3级后-勇士,0,1,0,0,3000,1,-1,[7],[]
7,3级后-火枪,0,1,0,0,5000,2,-1,[8],[]
8,3级后-火枪2,0,1,0,0,4000,2,-1,[6],[]
9,盗贼循环,0,0,4,4,8000,4,-1,[9],[]
10,牧师循环,0,1,6,3,0,5,-1,[10],[]
11,开启延迟2,0,0,0,0,80000,0,-1,[12],[]
12,勇士,0,1,0,0,3000,1,-1,[13],[]
13,火枪,0,1,0,0,5000,2,-1,[14],[]
14,牧师,0,1,0,0,2000,5,-1,[15],[]
15,循环延迟,0,1,0,0,15000,0,-1,[12],[]
