序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,火龙,0,0,0,0,20000,1,-1,[],[]
2,牧师,0,0,0,0,23000,2,-1,[],[]
3,盾妹,0,0,0,0,32000,3,-1,[],[]
4,盗贼,0,0,0,0,46000,5,-1,[],[]
5,火女,0,0,0,0,56000,4,-1,[],[]
6,盗贼,0,0,0,0,59000,5,-1,[],[]
7,盾妹,0,0,0,0,72000,3,-1,[],[]
8,火女,0,0,0,0,80000,4,-1,[],[]
9,盗贼,0,0,0,0,83000,5,-1,[],[]
10,牧师,0,0,0,0,88000,2,-1,[],[]
11,盾妹,0,0,0,0,92000,3,-1,[12],[]
12,盾妹循环,0,1,0,0,18200,3,-1,[12],[]
13,火女,0,0,0,0,100000,4,-1,[14],[]
14,火女循环,0,1,0,0,28200,4,-1,[14],[]
15,盗贼,0,0,0,0,103000,5,-1,[16],[]
16,盗贼循环,0,1,0,0,15000,5,-1,[16],[]
17,牧师,0,0,0,0,108000,2,-1,[18],[]
18,牧师循环,0,1,0,0,27600,2,-1,[18],[]
19,6星勇士,0,0,3,3,4000,6,-1,[20],[]
20,勇士循环,0,1,0,0,25200,6,-1,[20],[]
