序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,开启骷髅兵循环,0,0,0,0,0,1,-1,[3],[]
2,开启骷髅召唤师循环,0,0,0,0,0,3,-1,[4],[]
3,骷髅兵循环,0,1,0,0,18000,1,-1,[3],[]
4,骷髅召唤师循环,0,1,0,0,35000,3,-1,[4],[]
5,开启死亡骑士循环,0,0,2,48,0,2,-1,[7],[]
6,开蜘蛛女王循环,0,0,2,48,0,5,-1,[8],[]
7,死亡骑士循环,0,1,0,0,50000,4,-1,[7],[]
8,蜘蛛女王循环,0,1,0,0,35000,5,-1,[8],[]
9,开启一波骷髅海,0,0,2,48,2000,2,-1,[10+12+21],[]
10,开启一波骷髅海,0,1,0,0,2000,2,-1,[11],[]
11,开启一波幽灵,0,1,0,0,2000,3,-1,[],[]
12,开启一波骷髅海,0,1,0,0,0,1,-1,[13],[]
13,开启一波骷髅海,0,1,0,0,500,1,-1,[14],[]
14,开启一波骷髅海,0,1,0,0,500,1,-1,[15],[]
15,开启一波骷髅海,0,1,0,0,500,1,-1,[16],[]
16,开启一波骷髅海,0,1,0,0,500,1,-1,[17],[]
17,开启一波骷髅海,0,1,0,0,500,1,-1,[18],[]
18,开启一波骷髅海,0,1,0,0,500,1,-1,[19],[]
19,开启一波骷髅海,0,1,0,0,500,1,-1,[20],[]
20,开启一波骷髅海,0,1,0,0,500,1,-1,[],[]
21,开启一波幽灵,0,1,0,0,0,3,-1,[22],[]
22,开启一波幽灵,0,1,0,0,15000,3,-1,[],[]
23,55血开启幽灵,0,0,2,56,0,6,-1,[24],[]
24,55血幽灵循环,0,1,0,0,14000,6,-1,[24],[]
