序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,30秒压力,0,0,0,0,30000,1,-1,[],[]
2,30秒压力,0,0,0,0,31000,1,-1,[],[]
3,30秒压力,0,0,0,0,32000,1,-1,[],[]
4,60秒压力,0,0,0,0,60000,1,-1,[],[]
5,60秒压力,0,0,0,0,61000,1,-1,[],[]
6,60秒压力,0,0,0,0,62000,1,-1,[],[]
7,60秒压力,0,0,0,0,63000,1,-1,[],[]
8,60秒压力,0,0,0,0,64000,1,-1,[],[]
9,60秒压力,0,0,0,0,65000,1,-1,[],[]
10,60秒压力,0,0,0,0,66000,1,-1,[],[]
11,120秒压力,0,0,0,0,120000,1,-1,[],[]
12,120秒压力,0,0,0,0,121000,1,-1,[],[]
13,120秒压力,0,0,0,0,122000,1,-1,[],[]
14,120秒压力,0,0,0,0,123000,1,-1,[],[]
15,120秒压力,0,0,0,0,124000,1,-1,[],[]
16,120秒压力,0,0,0,0,125000,1,-1,[],[]
17,120秒压力,0,0,0,0,126000,1,-1,[],[]
18,180秒压力,0,0,0,0,180000,1,-1,[],[]
19,180秒压力,0,0,0,0,181000,1,-1,[],[]
20,180秒压力,0,0,0,0,182000,1,-1,[],[]
21,180秒压力,0,0,0,0,183000,1,-1,[],[]
22,180秒压力,0,0,0,0,184000,1,-1,[],[]
23,180秒压力,0,0,0,0,185000,1,-1,[],[]
24,180秒压力,0,0,0,0,186000,1,-1,[],[]
