序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,,,,,,,,,
,Null,,,,,,,,,
index,Null,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
1,小精灵,0,0,0,0,2000,1,-1,[2],[]
2,小精灵循环,0,1,0,0,12000,1,-1,[2],[]
3,狼人,0,0,0,0,22000,2,-1,[],[]
4,精灵弓箭手,0,0,0,0,24000,3,-1,[],[]
5,狼人,0,0,0,0,43600,2,-1,[],[]
6,精灵弓箭手,0,0,0,0,46000,3,-1,[],[]
7,狼人,0,0,0,0,65000,2,-1,[],[]
8,精灵弓箭手,0,0,0,0,67000,3,-1,[],[]
9,海巨人,0,0,0,0,85000,4,-1,[],[]
10,石巨人,0,0,0,0,101000,5,-1,[],[]
11,弓箭手,0,0,0,0,108000,3,-1,[12],[]
12,弓箭手循环,0,1,0,0,21000,3,-1,[12],[]
13,小鹿,0,0,0,0,68200,6,-1,[14],[]
14,小鹿循环,0,1,0,0,23000,6,-1,[14],[]
15,狼人,0,0,0,0,118000,2,-1,[16],[]
16,狼人循环,0,1,0,0,26000,2,-1,[16],[]
