序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,1000,0,-1,[2+3],[]
2,盗贼弟,0,1,0,0,11000,1,-1,[],[]
3,盗贼小妹,0,1,0,0,11000,2,-1,[4+5],[]
4,屠夫,0,1,0,0,11000,6,-1,[],[]
5,幽灵,0,1,0,0,13000,4,-1,[6+7],[]
6,雪女,0,1,0,0,11000,5,-1,[],[]
7,雪女,0,1,0,0,11000,5,-1,[8+9],[]
8,幽灵,0,1,0,0,11000,4,-1,[],[]
9,幽灵,0,1,0,0,11000,4,-1,[10+11],[]
10,屠夫,0,1,0,0,12000,6,-1,[],[]
11,巫妖,0,1,0,0,12000,7,-1,[1],[]
12,90血跳转,0,0,2,90,500,0,-1,[13],[1]
13,发兵跳转,0,1,0,0,1000,0,-1,[14+15],[]
14,盗贼弟,0,1,0,0,10000,1,-1,[],[]
15,盗贼小妹,0,1,0,0,10000,2,-1,[16+17],[]
16,屠夫,0,1,0,0,10000,6,-1,[],[]
17,幽灵,0,1,0,0,10000,4,-1,[18+19],[]
18,雪女,0,1,0,0,10000,5,-1,[],[]
19,雪女,0,1,0,0,10000,5,-1,[20+21],[]
20,幽灵,0,1,0,0,10000,4,-1,[],[]
21,幽灵,0,1,0,0,10000,4,-1,[22+23],[]
22,屠夫,0,1,0,0,10000,6,-1,[],[]
23,巫妖,0,1,0,0,10000,7,-1,[13],[]
24,巫妖,0,0,2,70,3000,7,-1,[],[]
25,巫妖,0,0,2,70,3000,7,-1,[],[]
