序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,1000,0,1,[2+3],[]
3,精灵弓手,0,1,0,0,8000,4,2,[4+5],[]
4,小精灵,0,1,0,0,7000,3,3,[],[]
5,小精灵,0,1,0,0,7000,3,1,[6],[]
6,投石车,0,1,0,0,9000,2,2,[1],[]
7,700范围跳转（中期）,0,0,1,400,100,0,3,[8],[1+2+3+4+5+6]
8,发兵跳转,0,1,0,0,1000,0,1,[9+10],[]
9,狼人,0,1,0,0,3000,1,2,[],[]
10,投石车,0,1,0,0,8000,2,3,[11],[]
11,精灵弓手,0,1,0,0,5000,4,1,[12+13],[]
12,小精灵,0,1,0,0,5000,3,2,[],[]
13,小精灵,0,1,0,0,5000,3,3,[14+15],[]
14,精灵弓手,0,1,0,0,7000,4,1,[],[]
15,精灵弓手,0,1,0,0,7000,4,2,[8],[]
16,精灵弓手（50血）,0,0,2,50,100,4,1,[],[]
17,精灵弓手（50血）,0,0,2,50,200,4,2,[],[]
18,精灵弓手（50血）,0,0,2,50,300,4,3,[],[]
19,教学发兵投石车,0,0,1,1200,1000,2,-1,[],[]
20,教学发兵投石车,0,0,1,1200,1200,2,-1,[],[]
21,教学发兵投石车,0,0,1,1200,1500,2,-1,[],[]
22,教学发兵投石车,0,0,1,1200,1700,2,-1,[],[]
23,教学发兵精灵弓手,0,0,1,1200,700,4,-1,[],[]
24,教学发兵精灵弓手,0,0,1,1200,1000,4,-1,[],[]
