序号,备注,分组,默认是否开启,条件类型,条件类型参数,延迟时间,发兵ID,发兵线路,开启条件ID,关闭条件
主键,,0代表任何分组都要加载,0开启 1关闭,0无条件条件?1位置条件 2电脑英雄血量条件 3水晶等级 4玩家在场士兵数量 5玩家士兵最高星级 6玩家已经派发的士兵数量条件 7玩家已经死亡的士兵数量条件 8电脑已经死亡的士兵数量条件,无效 多少距离 多少百分比 几级 几个 几级 几个 几个 几个,,,,,
,Null,,,,,,,,,
index,null,int,bool,int,int,int,int,int,json,json
1,发兵跳转,0,0,0,0,1000,0,-1,[2],[]
2,盗贼,0,1,0,0,5000,4,3,[3+4],[]
3,勇士,0,1,0,0,11000,2,1,[],[]
4,勇士,0,1,0,0,11000,2,1,[5+6+7],[]
5,盾妹,0,1,0,0,10000,1,0,[],[]
6,火枪,0,1,0,0,10000,3,2,[],[]
7,火枪,0,1,0,0,10000,3,2,[8+9+10+11],[]
8,盾妹,0,1,0,0,10000,1,0,[],[]
9,盾妹,0,1,0,0,10000,1,0,[],[]
10,牧师,0,1,0,0,10000,5,-1,[],[]
11,火枪,0,1,0,0,10000,3,2,[12+13+14],[]
12,勇士,0,1,0,0,8000,2,1,[],[]
13,盗贼,0,1,0,0,8000,4,3,[],[]
14,盗贼,0,1,0,0,8000,4,2,[1],[]
15,200S发兵跳转,0,0,2,85,1000,0,-1,[16],[]
16,发兵跳转,0,1,0,0,1000,0,-1,[17],[1+2+4+7+11+14]
17,影舞者,0,1,0,0,9000,7,1,[18+19],[]
18,勇士,0,1,0,0,10000,2,1,[],[]
19,勇士,0,1,0,0,10000,2,1,[20+21+22],[]
20,盾妹,0,1,0,0,9000,1,0,[],[]
21,火枪,0,1,0,0,9000,3,2,[],[]
22,火枪,0,1,0,0,9000,3,2,[23+24+25+26],[]
23,盾妹,0,1,0,0,9000,1,0,[],[]
24,影舞者,0,1,0,0,9000,7,0,[],[]
25,牧师,0,1,0,0,9000,5,-1,[],[]
26,火枪,0,1,0,0,9000,3,2,[27+28+29],[]
27,勇士,0,1,0,0,7000,2,1,[],[]
28,盗贼,0,1,0,0,7000,4,3,[],[]
29,火枪,0,1,0,0,7000,3,2,[],[]
31,圣骑士,0,0,2,50,1000,6,0,[],[]
32,圣骑士,0,0,2,50,4000,6,0,[],[]
